symbol,sector,total_assets,total_liabilities,total_equity,net_revenue,nonhalal_revenue_percent,net_income,operating_cash_flow,interest_expense,debt_to_equity,debt_to_assets,roe,roa,profit_margin,interest_coverage,cash_flow_to_debt,f_riba,f_nonhalal,riba_intensity,sector_encoded
CARS,Other,4413207338554.25,3674015735089.5,739191603464.75,5358540558074.0,0.0,-277453179808.0,0.0,113602064557.25,4.970315839450284,0.8325046736401679,-0.37534676869639383,-0.06286882952091088,-0.05177775119942807,-2.4423251539427513,0.0,0.8325046736401679,0.0,0.02120018749994897,13
CASS,Other,1666397750000.0,958157250000.0,708240500000.0,1638756250000.0,0.0,70361000000.0,0.0,24831250000.0,1.3528698937719603,0.5749871241724852,0.09934619666624543,0.042223412747646835,0.0429356104667793,2.833566574377044,0.0,0.5749871241724852,0.0,0.01515249751145114,13
CBUT,Other,2830027750000.0,2442242000000.0,387785750000.0,8238889000000.0,0.0,124671500000.0,0.0,85553750000.0,6.297915794997625,0.8629745768393967,0.32149582598122806,0.04405310159944545,0.015132076667133154,1.457230103882062,0.0,0.8629745768393967,0.0,0.010384136744650886,13
CENT,Other,15842843666666.666,14530448000000.0,1312395666666.6667,1721051666666.6667,0.0,-989931000000.0,0.0,705761666666.6666,11.07169763590096,0.9171616097286912,-0.7542931031723918,-0.06248442645955121,-0.5751895885364665,-1.4026420628304646,0.0,0.9171616097286912,0.0,0.4100758160465839,13
CFIN,Other,9000467549750.0,3953179716000.0,5047287833750.0,1468643944750.0,0.0,304650096750.0,0.0,16058680000.0,0.7832285073115977,0.43921937323242777,0.06035916848507788,0.033848252334231464,0.20743632099464318,18.97105470374899,0.0,0.43921937323242777,0.0,0.01093435890802899,13
CGAS,Other,176641624233.66666,90438043952.0,86203580281.66667,396227622895.6667,0.0,3516958552.333333,0.0,1291659037.3333333,1.0491216682241895,0.5119860301576821,0.04079828866552659,0.01991013481443648,0.00887610643253766,2.722822703733151,0.0,0.5119860301576821,0.0,0.0032598914429382135,13
CHIP,Other,54066583166.25,32686375361.25,21380207805.0,135222048632.75,0.0,6513586898.0,0.0,1604569913.5,1.5288146709970662,0.6045578145883985,0.3046549854616811,0.1204734332475069,0.04816956231516852,4.059397376953223,0.0,0.6045578145883985,0.0,0.011866185505426386,13
CITA,Other,5215612102786.25,739249292687.25,4476362810099.0,4477461567685.25,0.0,721877003038.0,0.0,8452826051.25,0.1651450796212161,0.14173778228107362,0.16126418560385522,0.13840695757500132,0.16122461178627037,85.40066939284151,0.0,0.14173778228107362,0.0,0.001887861218565395,13
CLEO,Other,1705625880316.5,544587904438.0,1161037975878.5,1460080987016.75,0.0,202932556496.0,0.0,18722495502.75,0.4690526199420284,0.31928918921946997,0.17478545983170876,0.11897835207469024,0.1389871920122962,10.838969434720532,0.0,0.31928918921946997,0.0,0.012822915762367377,13
CLPI,Other,739644572750.25,221061636086.5,518582936663.75,811931217283.75,0.0,41804260526.5,0.0,4257399248.75,0.42628019639187764,0.29887549267686464,0.0806124875520267,0.056519390619007105,0.05148744085287515,9.819201367777266,0.0,0.29887549267686464,0.0,0.005243546692283595,13
CMNP,Other,17976598058000.0,6682905801250.0,11293692256750.0,4784856830250.0,0.0,780785839250.0,0.0,247112798750.0,0.5917379054893026,0.3717558672496409,0.06913468345866614,0.0434334592524603,0.16317851650520657,3.159633346388943,0.0,0.3717558672496409,0.0,0.05164476336841385,13
CMNT,Other,18442129250000.0,14789388250000.0,3652741000000.0,8684231000000.0,0.0,189584250000.0,0.0,663834000000.0,4.048846674319368,0.801934963664784,0.051901914206345316,0.010279954523147049,0.02183086216845222,0.2855898462567449,0.0,0.801934963664784,0.0,0.07644131069290994,13
CMPP,Other,5519331788002.333,10487360948199.666,-4968029160197.333,2005833681894.6667,0.0,-2249225367085.0,0.0,283593824770.0,-2.11097008693546,1.9001142440823369,0.4527399688200823,-0.4075176948003491,-1.1213419075505955,-7.931150718493834,0.0,1.9001142440823369,0.0,0.14138451623871598,13
CMRY,Other,4990167250000.0,832422750000.0,4157744500000.0,5027227500000.0,0.0,817360500000.0,0.0,4312750000.0,0.20021017404989652,0.1668125953093055,0.1965874766955978,0.16379420950269752,0.16258673394032794,189.5218827894031,0.0,0.1668125953093055,0.0,0.0008578784230472959,13
CNKO,Other,1049850092500.0,2296516862000.0,-1246666769500.0,1245539915500.0,0.0,-107886877250.0,0.0,125182270250.0,-1.8421256731829492,2.18747121937316,0.08654026873056875,-0.10276407843436942,-0.08661856268708235,-0.8618383181143816,0.0,2.18747121937316,0.0,0.10050442277455861,13
CNMA,Other,6640368750000.0,2718952250000.0,3921416500000.0,3032751750000.0,0.0,62771750000.0,0.0,141233250000.0,0.6933597209069733,0.40945802143894494,0.01600741721773242,0.009453051835412002,0.020697951950732534,0.44445447513244934,0.0,0.40945802143894494,0.0,0.04656934086345841,13
CPIN,Other,36855921750000.0,11392008250000.0,25463913500000.0,53175106250000.0,0.0,3177492500000.0,0.0,404350250000.0,0.4473785323689542,0.30909573574835364,0.12478413814907123,0.08621389315815986,0.059755263770629514,7.858267677588922,0.0,0.30909573574835364,0.0,0.007604126790061656,13
CPRO,Other,6614018000000.0,4064214750000.0,2549803250000.0,8217800750000.0,0.0,841190000000.0,0.0,255487500000.0,1.593932688728042,0.614484984770226,0.3299038857213787,0.12718290152823897,0.10236193667752287,3.292489847839914,0.0,0.614484984770226,0.0,0.031089522339660038,13
CSAP,Other,9270642157000.0,6691521442500.0,2579120714500.0,14699397566750.0,0.0,173388616000.0,0.0,250624445250.0,2.5944971884719434,0.7217969725481661,0.06722780171753764,0.01870297796675057,0.01179562735225317,0.6918264330801546,0.0,0.7217969725481661,0.0,0.017049980729612474,13
CSMI,Other,91988471196.75,73936060152.5,18052411044.25,48643120558.25,0.0,-15675742246.75,0.0,2339479625.5,4.095633540099889,0.8037535485763371,-0.8683461842479473,-0.1704098572659378,-0.3222602100121916,-6.700525226159929,0.0,0.8037535485763371,0.0,0.04809476856441559,13
CTBN,Other,143088052.5,49434648.75,93653403.75,139357850.0,0.0,-1771618.0,0.0,490029.75,0.5278467922207764,0.34548411195963785,-0.018916749728915334,-0.012381313247658298,-0.012712724830354894,-3.6153274366787866,0.0,0.34548411195963785,0.0,0.0035163412035989707,13
CTRA,Other,41517857000000.0,21395014250000.0,20122842750000.0,9043054750000.0,0.0,1691143250000.0,0.0,1190959750000.0,1.0632202674246907,0.5153207751064801,0.08404097129865014,0.040732912828328305,0.18701017485269567,1.4199835468830915,0.0,0.5153207751064801,0.0,0.13169883218942138,13
CTTH,Other,711854468380.25,507280791874.5,204573676505.75,102718729294.5,0.0,-26592865204.75,0.0,18481938640.75,2.4796972931179724,0.7126186803726386,-0.12999162775472017,-0.037357165524660216,-0.2588901302361992,-1.4388569143994756,0.0,0.7126186803726386,0.0,0.17992764092477534,13
CUAN,Other,125765424.56449524,54673583.35679376,71091841.20770174,55733530.05991925,0.0,11699354.567337,0.0,887441.4363579999,0.769055666979448,0.43472666311997077,0.16456676840250276,0.09302520631444605,0.209915907977781,13.183241268537714,0.0,0.43472666311997077,0.0,0.01592293607463497,13
DART,Other,6574278556333.333,4074364384666.6665,2499914171666.6665,314952202000.0,0.0,-410844029666.6667,0.0,344131160000.0,1.6298017071323414,0.6197431930750221,-0.16434325398970048,-0.06249264100178414,-1.3044646999060088,-1.1938588463383166,0.0,0.6197431930750221,0.0,1.092645670723077,13
DCII,Other,3080488250000.0,1648734500000.0,1431753750000.0,995101500000.0,0.0,331666500000.0,0.0,85712500000.0,1.1515489308129978,0.5352185647843325,0.23165051951147325,0.10766686092699752,0.333299165964477,3.8695231150648963,0.0,0.5352185647843325,0.0,0.08613442950292005,13
DEAL,Other,204518884425.3333,206850956313.3333,-2332071888.0,82667257181.33333,0.0,-30709146798.666668,0.0,8391763413.666667,-88.6983619063008,1.0114027215362178,13.168181888682327,-0.15015311121491132,-0.3714789609059503,-3.6594390576662703,0.0,1.0114027215362178,0.0,0.10151254196397322,13
DEPO,Other,1556506067595.6667,596970978818.6666,959535088777.0,2443431814619.6665,0.0,97113207206.0,0.0,7045299756.0,0.6221460640689558,0.3835327026645049,0.10120860439796749,0.06239179482031231,0.03974459472326884,13.784112893606151,0.0,0.3835327026645049,0.0,0.0028833625370047983,13
DEWA,Other,8001629452457.308,4447947933488.225,3553681518969.0825,5590818210940.025,0.0,-43652012059.71631,0.0,149679890529.12827,1.2516450643496515,0.5558802691272158,-0.012283602744564371,-0.0054553903450641214,-0.0078078038692617,-0.291635782905797,0.0,0.5558802691272158,0.0,0.026772448125077113,13
DFAM,Other,272328557119.5,211564304229.75,60764252889.75,78397442731.5,0.0,-15392506693.0,0.0,16059732987.5,3.481723121217502,0.7768715351321523,-0.2533151641134796,-0.056521823696387606,-0.19633939777496473,-0.9584534627680709,0.0,0.7768715351321523,0.0,0.2048502148533375,13
DGIK,Other,987510043995.75,351480483342.25,636029560653.5,420301833941.25,0.0,6570335266.25,0.0,4007742681.0,0.5526165843315758,0.3559259832133542,0.010330235688258249,0.00665343639408925,0.015632421121361095,1.6394104585104183,0.0,0.3559259832133542,0.0,0.009535391847850476,13
DILD,Other,15779408477936.5,9566543344441.25,6212865133495.25,3143900400789.25,0.0,41291933980.25,0.0,711034421914.0,1.539795752665772,0.6062675516523724,0.006646198346980675,0.0026168239473606564,0.01313398286087053,0.0580730449998443,0.0,0.6062675516523724,0.0,0.22616315126761036,13
DIVA,Other,1716635968942.25,202503350946.0,1514132617996.25,4315449273536.25,0.0,13097400420.0,0.0,8934911148.25,0.1337421494914929,0.11796522653010569,0.008650101229133178,0.0076296900781301375,0.003035002751699007,1.4658680095062002,0.0,0.11796522653010569,0.0,0.002070447497330534,13
DKFT,Other,2438649713249.25,1973028264697.75,465621448551.5,1031291186675.5,0.0,-57480947216.5,0.0,54362291096.0,4.237408458814851,0.8090658752580306,-0.12344995574262582,-0.02357080924915311,-0.05573687427873522,-1.0573680037692426,0.0,0.8090658752580306,0.0,0.052712843664691686,13
DMAS,Other,6552024373756.25,930956052767.5,5621068320988.75,1980971139522.5,0.0,1122370242801.5,0.0,56945875113.0,0.16561906022230027,0.14208678107126554,0.199672051416033,0.17130129236043265,0.5665757670109419,19.709421280722005,0.0,0.14208678107126554,0.0,0.02874644358863624,13
DMMX,Other,972129352833.25,158599876602.25,813529476231.0,1387712094398.75,0.0,3266176252.75,0.0,4550462797.25,0.19495283359249282,0.16314688589539456,0.004014822262964416,0.003359816513338271,0.002353641123352122,0.7177679278520539,0.0,0.16314688589539456,0.0,0.003279111579135992,13
DMND,Other,6285407333333.333,1256661000000.0,5028746333333.333,7181880333333.333,0.0,308278666666.6667,0.0,7178666666.666667,0.2498954842224096,0.199933104309018,0.061303284403753655,0.04904672844857258,0.042924506168092194,42.94372213967305,0.0,0.199933104309018,0.0,0.0009995525312985584,13
DNET,Other,18774659000000.0,7035242250000.0,11739416750000.0,965433750000.0,0.0,816602000000.0,0.0,544796750000.0,0.5992837974680472,0.3747201080989008,0.06956069602009828,0.04349490448801227,0.8458394996031576,1.498911291229252,0.0,0.3747201080989008,0.0,0.5643025738431042,13
DOID,Other,1514023717.75,1249468524.0,264555193.75,1224816627.75,0.0,10373321.75,0.0,60465199.75,4.72290302181963,0.8252635076660718,0.03921042563164424,0.0068514922377938626,0.008469285536281302,0.17155854595515968,0.0,0.8252635076660718,0.0,0.04936673652208222,13
DPUM,Other,1352927001401.75,771507284384.0,581419717017.75,488693351751.25,0.0,-160637205034.5,0.0,20683376636.5,1.3269369128746744,0.5702504891872595,-0.2762844126760083,-0.1187330911926999,-0.3287075718522686,-7.766488415195374,0.0,0.5702504891872595,0.0,0.04232383469588932,13
DRMA,Other,2556161313095.75,1294453891067.5,1261707422028.25,3558622098029.0,0.0,331491947725.0,0.0,47818560533.0,1.0259540908355826,0.5064053995480416,0.26273281898596756,0.12968350081299537,0.0931517701496324,6.932286209164212,0.0,0.5064053995480416,0.0,0.01343738087825765,13
DSNG,Other,14849762500000.0,7273317500000.0,7576445000000.0,8238958250000.0,0.0,812608500000.0,0.0,419617250000.0,0.9599908004347686,0.48979352363379547,0.10725458971852894,0.0547219862943936,0.0986300058020078,1.9365469365237011,0.0,0.48979352363379547,0.0,0.05093086252743179,13
DSSA,Other,3867689403.0,1838209374.5,2029480028.5,3660758546.5,0.0,263083024.25,0.0,105899573.25,0.9057538624110638,0.4752732660161841,0.12963075297885282,0.06802072163445626,0.07186571332368513,2.4842689746152984,0.0,0.4752732660161841,0.0,0.02892831414714549,13
DUTI,Other,14945053819222.75,4025344113436.25,10919709705786.5,2695522661709.75,0.0,751897585169.0,0.0,204438193895.75,0.36863105539363983,0.2693428984684377,0.06885692068998496,0.05031079809173307,0.278943151118632,3.677872372284888,0.0,0.2693428984684377,0.0,0.07584361905014605,13
DVLA,Other,2029409550750.0,645049844000.0,1384359706750.0,1884630526750.0,0.0,151072424250.0,0.0,110375000.0,0.4659553733432151,0.31785099452282156,0.10912801312649155,0.0744415656239367,0.08016023411788875,1368.7195855038399,0.0,0.31785099452282156,0.0,5.856585597726629e-05,13
DWGL,Other,1303713166750.0,1208218591500.0,95494575250.0,2478030637250.0,0.0,37206693000.0,0.0,42949273250.0,12.652222268510481,0.9267518517987692,0.38962101148253436,0.028539017591386155,0.015014621869764374,0.8662938900834601,0.0,0.9267518517987692,0.0,0.01733201866207072,13
DYAN,Other,1030414498423.6666,507385467520.0,523029030903.6667,686167290995.3334,0.0,-81679912135.0,0.0,21029604867.33333,0.9700904491732736,0.4924090919685242,-0.15616707163248095,-0.07926898569454753,-0.119037898201935,-3.8840440726434546,0.0,0.4924090919685242,0.0,0.030647926742221162,13
ECII,Other,1767073396720.0,503355362000.75,1263718034719.25,2022860892590.25,0.0,3430144134.0,0.0,1669900169.0,0.3983130319989272,0.2848525493819704,0.0027143271202598983,0.001941144120197244,0.0016956895783415637,2.0541013155619243,0.0,0.2848525493819704,0.0,0.0008255140900280653,13
EDGE,Other,1533825250000.0,527505000000.0,1006320250000.0,709017500000.0,0.0,171125250000.0,0.0,306750000.0,0.5241919756657982,0.34391466694136114,0.17005048840068557,0.11156763131914799,0.24135546724869272,557.8655256723534,0.0,0.34391466694136114,0.0,0.00043264094327714057,13
ELPI,Other,1920855500000.0,341106500000.0,1579749000000.0,683340250000.0,0.0,121588000000.0,0.0,7958500000.0,0.2159244918021787,0.17758051035072653,0.07696665736139095,0.06329887906716565,0.17793185751900317,15.277753345479658,0.0,0.17758051035072653,0.0,0.011646467480877937,13
ELSA,Other,8308812500000.0,4295722750000.0,4013089750000.0,10183397250000.0,0.0,309754000000.0,0.0,100177000000.0,1.0704277794933443,0.5170080261168488,0.07718591392081375,0.03728017692058883,0.03041755048886068,3.092067041336833,0.0,0.5170080261168488,0.0,0.0098372868641651,13
ELTY,Other,10514287750000.0,3025158000000.0,7489129750000.0,925310750000.0,0.0,-441762500000.0,0.0,107308250000.0,0.40393985696402174,0.2877187758153185,-0.05898716069113371,-0.04201544702825924,-0.47742069353457744,-4.116761758765052,0.0,0.2877187758153185,0.0,0.11596995928124687,13
EMDE,Other,3361425061054.0,2054543950513.5,1306881110540.5,141806082159.25,0.0,158236372105.5,0.0,54313172022.5,1.572097059130177,0.6112121832843367,0.12107939339643266,0.04707419300785596,1.1158644939347424,2.9134069363495896,0.0,0.6112121832843367,0.0,0.38301017273367466,13
EMTK,Other,35853233173750.0,4769169581000.0,31084063592750.0,10968667938750.0,0.0,3255150005250.0,0.0,77797356500.0,0.15342812456838345,0.13301923310201644,0.10472086429553008,0.09079097523715833,0.2967680326751655,41.84139605373351,0.0,0.13301923310201644,0.0,0.007092689553045752,13
ENAK,Other,805036312908.25,627966411096.75,177069901811.5,1010185485829.0,0.0,-14864173154.25,0.0,36490044633.5,3.5464322545638076,0.7800473109444932,-0.08394522729262975,-0.018463978476389635,-0.014714300851443974,-0.4073487249342473,0.0,0.7800473109444932,0.0,0.03612212325893275,13
ENRG,Other,1117937027.0,677644641.75,440292385.25,400923262.75,0.0,57271500.75,0.0,10589818.5,1.5390787223476847,0.6061563624638706,0.13007606460756682,0.05122963044142869,0.14284903389532383,5.408166414745061,0.0,0.6061563624638706,0.0,0.026413579564733638,13
ENVY,Other,110325824172.75,49210054440.25,61115769732.5,1346337664.0,0.0,-85516390726.0,0.0,149019882.25,0.8051940547527979,0.44604293518076127,-1.399252453176979,-0.7751257819030385,-63.517788302771095,-573.8589336859729,0.0,0.44604293518076127,0.0,0.1106853698256182,13
EPMT,Other,10074964140926.75,3114505701272.5,6960458439654.25,26188634283116.25,0.0,766127616895.75,0.0,6545525683.5,0.44745697834052556,0.3091331798016713,0.11006855705524567,0.07604271401657589,0.0292542027435799,117.04600271098285,0.0,0.3091331798016713,0.0,0.00024993764900981815,13
ERAA,Other,15022315953500.0,8151317366750.0,6870998586750.0,46797830274750.0,0.0,865825761250.0,0.0,303819803000.0,1.1863366385300909,0.5426138946871805,0.1260116343088258,0.05763597064061711,0.01850140820988362,2.8498002852368383,0.0,0.5426138946871805,0.0,0.006492177120526194,13
ERAL,Other,1133280232867.6667,403469801784.6667,729810431083.0,2401173572664.6665,0.0,147985616088.0,0.0,9681531560.666666,0.5528419225057374,0.3560194469850776,0.2027726787467222,0.13058166179563135,0.06163053673948909,15.285351822765698,0.0,0.3560194469850776,0.0,0.004031999881592371,13
ESSA,Other,782020973.75,373103607.75,408917366.0,388851010.75,0.0,42074625.5,0.0,28345413.5,0.9124181039305405,0.47710179173438727,0.10289273334505185,0.053802425909679076,0.10820243316031786,1.4843539149635323,0.0,0.47710179173438727,0.0,0.07289530621336894,13
ETWA,Other,1001476861554.6666,1261479809431.0,-260002947876.3333,17496603963.333332,0.0,-111348294254.0,0.0,50033969212.333336,-4.851790411357201,1.2596195257798684,0.42825781462662965,-0.1111840907448883,-6.363994663612802,-2.225453946726911,0.0,1.2596195257798684,0.0,2.859638894335537,13
EXCL,Other,78865985750000.0,55989707500000.0,22876278250000.0,28556947500000.0,0.0,1009989500000.0,0.0,2653231500000.0,2.4475007205335073,0.7099347959395791,0.04415007935130357,0.012806401776319648,0.035367558104730905,0.38066391869687966,0.0,0.7099347959395791,0.0,0.09291019286987869,13
FAPA,Other,8248129271104.75,4786622069107.5,3461507201997.25,3974677567131.0,0.0,281706625144.75,0.0,201529350068.75,1.3828144186282998,0.5803282067700162,0.08138264885949349,0.034154002184669734,0.07087534029787763,1.3978441604096288,0.0,0.5803282067700162,0.0,0.05070332037378766,13
FAST,Other,3678928090000.0,2497305286666.6665,1181622803333.3333,5179478035333.333,0.0,-251747314333.3333,0.0,53532307333.333336,2.1134538700690446,0.6788132916908051,-0.21305218012309798,-0.06842952843183552,-0.0486047653095476,-4.702717421944113,0.0,0.6788132916908051,0.0,0.010335463722048237,13
FASW,Other,12559564500000.0,7781121250000.0,4778443250000.0,9614015000000.0,0.0,116196750000.0,0.0,276975000000.0,1.6283799645417993,0.619537504664274,0.02431686302856061,0.009251654386583229,0.012086183555985714,0.41952071486596265,0.0,0.619537504664274,0.0,0.028809503625696443,13
FILM,Other,1497890183331.75,58438616463.75,1439451566868.0,295952662178.0,0.0,58334257278.0,0.0,252584080.66666663,0.04059783448699314,0.039013952500686844,0.0405253352184161,0.038944281715130404,0.19710671581293296,230.949856871546,0.0,0.039013952500686844,0.0,0.0008534610866745661,13
FIRE,Other,445672936738.25,173682039404.5,271990897333.75,606175719596.5,0.0,-31802472843.25,0.0,5479921301.0,0.6385582793654347,0.3897073954627537,-0.11692476900881855,-0.07135832181330777,-0.05246411529716048,-5.803454300967149,0.0,0.3897073954627537,0.0,0.009040153084072225,13
FISH,Other,489241394.25,330171855.5,159069538.75,1328128578.5,0.0,26222908.5,0.0,7428993.5,2.075644765770588,0.674864922266322,0.1648518547678152,0.05359912061447459,0.019744254377551444,3.5298063593627726,0.0,0.674864922266322,0.0,0.0055935800345402655,13
FMII,Other,818734845413.75,173185430289.25,645549415124.5,49752974180.0,0.0,10433172567.0,0.0,1058536993.5,0.268276023851481,0.21152810492844024,0.01616169470928553,0.012743042054998363,0.20969947503548417,9.856219131750072,0.0,0.21152810492844024,0.0,0.02127585357350389,13
FREN,Other,43394823572237.75,29281938101033.5,14112885471204.25,10680749674490.25,0.0,-250904313686.0,0.0,1034954115349.5,2.074837081387785,0.6747795172456214,-0.017778385164248796,-0.005781895005710276,-0.023491264315018662,-0.24243037441449333,0.0,0.6747795172456214,0.0,0.0968990142912318,13
GDST,Other,1876672803690.0,884490946180.25,992181857509.75,2030878730141.75,0.0,86276289068.0,0.0,17783412212.25,0.8914605114834588,0.4713080215374376,0.08695612443926609,0.04597300546923236,0.04248224563461657,4.851503639361687,0.0,0.4713080215374376,0.0,0.008756511133980297,13
GEMA,Other,1058210495502.75,669658808365.75,388551687137.0,1118013296247.75,0.0,6989107048.0,0.0,33845658292.0,1.723474200562753,0.6328219302413919,0.017987586412244044,0.006604647258463935,0.006251363084371784,0.20649936803421526,0.0,0.6328219302413919,0.0,0.03027303736511185,13
GEMS,Other,1020968437.75,549189609.5,471778828.25,2117291041.75,0.0,410172027.25,0.0,8290953.0,1.1640827790791994,0.5379104673502867,0.8694159268898716,0.4017479993347581,0.1937249150740181,49.47224127907917,0.0,0.5379104673502867,0.0,0.003915830576200453,13
GGRM,Other,87292304500000.0,28159916750000.0,59132387750000.0,120748566500000.0,0.0,5339323250000.0,0.0,324707000000.0,0.47621815762039815,0.32259334784774757,0.09029439623804131,0.0611660246637205,0.04421852287579745,16.443511381029666,0.0,0.32259334784774757,0.0,0.0026891168103432518,13
GGRP,Other,1128967660.25,335489487.75,793478172.5,747537258.0,0.0,37292782.5,0.0,10537562.25,0.4228087165812942,0.2971648343546934,0.04699912838497083,0.033032640183636004,0.049887523465752794,3.5390331857792448,0.0,0.2971648343546934,0.0,0.014096370632003814,13
GIAA,Other,7736345449.75,10454073021.25,-2717727571.5,1966430055.25,0.0,-653608372.75,0.0,498712043.75,-3.846622866426639,1.3512934613833474,0.2404981204165564,-0.08448541717732118,-0.3323832297034846,-1.310592717663813,0.0,1.3512934613833474,0.0,0.2536129075216938,13
GJTL,Other,18533887000000.0,11092155750000.0,7441731250000.0,15729971250000.0,0.0,350170500000.0,0.0,621342750000.0,1.4905343094726782,0.5984797333662388,0.04705497796631664,0.018893527299481214,0.022261356644246888,0.5635705896624689,0.0,0.5984797333662388,0.0,0.03950056488501211,13
GMFI,Other,439737718.5,738380897.75,-298643179.25,269086406.75,0.0,-108084305.25,0.0,24073719.5,-2.4724519059982004,1.67913932939092,0.36191787644854984,-0.245792663905854,-0.40167136852220786,-4.489721883232672,0.0,1.67913932939092,0.0,0.08946464368363752,13
GMTD,Other,1106283443013.75,505100358676.75,601183084337.0,260439228910.5,0.0,1171537074.25,0.0,23764348723.5,0.8401772635266136,0.4565740921700408,0.0019487192916314352,0.0010589845501605677,0.00449831263573814,0.04929809303343097,0.0,0.4565740921700408,0.0,0.0912471935311505,13
GOLL,Other,471662300530.0,387273566647.0,84388733883.0,3720962679.0,0.0,-302025577140.0,0.0,4233024233.0,4.58916195121415,0.821082300221634,-3.578979838217985,-0.6403428402071106,-81.16866606712858,-71.34983418839296,0.0,0.821082300221634,0.0,1.1376153426342894,13
GOOD,Other,7048156408951.75,3730298614364.25,3317857794587.5,9393368767697.75,0.0,422464978142.0,0.0,157173620572.75,1.124309372285206,0.5292587732057787,0.12733064654885967,0.059939784764911574,0.044974810271985445,2.6878872968791616,0.0,0.5292587732057787,0.0,0.016732401810226404,13
GOTO,Other,94639857250000.0,15073065500000.0,79566791750000.0,8499574500000.0,0.0,-42023234750000.0,0.0,230527750000.0,0.18943915129014863,0.1592676271708979,-0.5281504233831321,-0.4440331586615955,-4.944157469294493,-182.29143671423506,0.0,0.1592676271708979,0.0,0.02712226947360718,13
GPRA,Other,1805875050402.0,654370532323.75,1151504518078.25,400113194756.25,0.0,61612489745.75,0.0,28870726576.75,0.5682743941081806,0.3623564831786577,0.053506077291451105,0.03411780329543544,0.15398764787870714,2.1340817170624096,0.0,0.3623564831786577,0.0,0.07215639712741322,13
GSMF,Other,5350681500000.0,3053777500000.0,2296904000000.0,1329898750000.0,0.0,-4083500000.0,0.0,67997750000.0,1.3295189960050573,0.5707268317129323,-0.00177782789354714,-0.0007631738125321046,-0.003070534504976413,-0.06005345765117227,0.0,0.5707268317129323,0.0,0.05113002023650297,13
GTSI,Other,121858066.0,66357392.75,55500673.25,34870223.75,0.0,2094674.75,0.0,2360189.75,1.1956141946438108,0.5445465772449938,0.037741429560039126,0.017189463272786785,0.060070585294119294,0.8875026891338398,0.0,0.5445465772449938,0.0,0.06768496144219101,13
GWSA,Other,7689868444782.25,670437282975.0,7019431161807.25,52252074315.25,0.0,15935831701.75,0.0,13741103244.75,0.09551162587402405,0.08718449317945184,0.002270245456420588,0.002072315256909606,0.3049798866472762,1.1597199597374772,0.0,0.08718449317945184,0.0,0.2629771817640471,13
GZCO,Other,2085362750000.0,980067000000.0,1105295750000.0,603253250000.0,0.0,-22573500000.0,0.0,52004250000.0,0.8867011385866633,0.4699743485875539,-0.020423040620575986,-0.010824735408743635,-0.0374196077683792,-0.43407029233187666,0.0,0.4699743485875539,0.0,0.08620633208358182,13
HDTX,Other,308852188000.0,351346305250.0,-42494117250.0,7099510000.0,0.0,-40092951250.0,0.0,2355755500.0,-8.268116341444887,1.1375872307241028,0.9434941550644873,-0.1298127479997001,-5.647284284408353,-17.019147891196617,0.0,1.1375872307241028,0.0,0.3318194495113039,13
HEAL,Other,7575829000000.0,3134200250000.0,4441628750000.0,5242738000000.0,0.0,551284500000.0,0.0,137849000000.0,0.7056421025732958,0.4137105325370992,0.12411764490672482,0.07276886793511311,0.1051520217107931,3.9991911439328542,0.0,0.4137105325370992,0.0,0.026293322306016435,13
HELI,Other,267178447371.5,171237636100.25,95940811271.25,80219191400.25,0.0,-18730865285.75,0.0,10084601316.5,1.7848258090721787,0.6409111130964524,-0.1952335511609642,-0.07010619857261745,-0.23349606196219552,-1.857372909239687,0.0,0.6409111130964524,0.0,0.1257130761413854,13
HERO,Other,5947181500000.0,4675489500000.0,1271692000000.0,4143686000000.0,0.0,-562795500000.0,0.0,278524250000.0,3.676589535831003,0.7861689608766774,-0.44255645234852464,-0.09463230607641619,-0.13582001628501775,-2.0206337509211494,0.0,0.7861689608766774,0.0,0.06721654343499966,13
HEXA,Other,341403332.6666667,174808939.33333334,166594393.33333334,452589287.0,0.0,44100227.333333336,0.0,1570345.6666666667,1.0493086582064817,0.512030559186149,0.264716155513661,0.12917339438039357,0.09743983916555311,28.083133713268968,0.0,0.512030559186149,0.0,0.0034696925264751837,13
HILL,Other,3029565500000.0,2152564500000.0,877001000000.0,2579050000000.0,0.0,285537250000.0,0.0,128384250000.0,2.4544607132717067,0.7105192147190744,0.3255837222534524,0.09425023159261617,0.11071411954014075,2.224083172195966,0.0,0.7105192147190744,0.0,0.049779666931622106,13
HITS,Other,237074973.0,157295562.5,79779410.5,99988166.75,0.0,932380.0,0.0,4698996.0,1.971631045079987,0.6634844686874365,0.011686975300474089,0.003932848702675844,0.00932490343913528,0.19842110953020942,0.0,0.6634844686874365,0.0,0.04699552109749557,13
HMSP,Other,53216928500000.0,23848715250000.0,29368213250000.0,104623674750000.0,0.0,7534757500000.0,0.0,26619500000.0,0.8120587741237544,0.448141520418639,0.25656165854761354,0.14158572680495832,0.07201771031274162,283.0540581152913,0.0,0.448141520418639,0.0,0.0002544309408325385,13
HOKI,Other,937850754765.25,270278658622.5,667572096142.75,1079251539959.75,0.0,12622826011.5,0.0,19651822018.5,0.40486811864093414,0.2881894131333855,0.018908558467969284,0.013459312099886909,0.011695907343315683,0.6423234445954685,0.0,0.2881894131333855,0.0,0.018208750500585714,13
