symbol,sector,sector_compliant,financial_compliant,shariah_compliant,debt_to_assets_ok,interest_income_ok,interest_bearing_debt_ok,profitability_ok,equity_ok,debt_to_assets_value,interest_income_value,interest_bearing_debt_value,roa_value,equity_ratio_value
ARNA,Other,1,0,0,True,True,False,True,True,0.0290106874332949,0.0049963454164447,1.179411402851147,0.1928585310300449,0.697563194299613
ARTI,Other,1,0,0,True,,False,False,True,0.0471657693028744,,1.0232556520626148,-0.4140312162634348,-0.0949007790097289
ASII,Insurance,1,0,0,True,True,False,True,True,0.2019814763916675,0.010212620862661,0.9782561914948829,0.0633708109351929,0.5785955806684606
ASLC,Other,1,0,0,True,True,,True,True,0.0276139970673192,0.0284415392711477,,0.0197684496062928,0.6339782183471411
ASRI,Other,1,0,0,True,True,False,True,True,0.3210487264439942,0.0074097930311817,1.0,0.0095378464979842,0.4656548982258995
ASSA,Other,1,0,0,True,True,False,True,True,0.5756470320907939,0.0033202571241022,0.9764732252614636,0.0180169480779041,0.307270830960329
ATIC,Other,1,0,0,True,True,False,True,True,0.4092765890369415,0.0104198205265375,0.990943383207496,-0.0324249128354035,0.0540080503639913
ATLA,Other,1,1,1,True,True,True,True,True,0.282163792868366,0.0019749963228784,0.2345498301266152,0.1449872777299802,0.4330626882552389
AUTO,Other,1,0,0,True,True,False,True,True,0.0315697579441249,0.0061519807446787,0.9833937443082944,0.0538360342939223,0.7216993346545492
AVIA,Other,1,0,0,True,True,,True,True,0.0073336038147691,0.0272168614439839,,0.1450372803891975,0.8680457402850216
BAJA,Other,1,0,0,True,True,,True,True,0.1085434806678177,0.0015896942112566,,0.0132534060511142,0.1927322856080825
BALI,Infrastructure,1,0,0,True,,False,True,True,0.460225316869231,,0.9886149366893932,0.0312001751955808,0.4659249188227976
BAPA,Other,1,0,0,True,True,False,True,True,0.0230089672321345,0.0384450782830187,1.0058439661951006,-0.0223833174976994,0.9440006721405904
BATA,Other,1,0,0,True,True,,False,True,0.1087406595867623,0.0006173601166596,,-0.1556057659657292,0.5690320597144111
BBLD,Other,1,0,0,False,True,False,True,True,0.6842138407475662,0.0723125518468228,1.3929479745379287,0.0133139388239553,0.2849653917839913
BBRM,Other,1,0,0,True,True,,True,True,0.0,0.0049455542011742,,-0.0935169070345532,0.3910647657243905
BCAP,Other,1,0,0,True,,False,True,True,0.0808376276798668,,0.9949590528483148,0.004361381228003,0.267311566419618
BCIP,Media,1,0,0,True,True,False,True,True,0.0438955318686683,0.0011477982782079,1.0,0.011613013267829,0.5118441695896473
BDKR,Other,1,1,1,True,True,True,True,True,0.2142004075633888,0.0477581760257245,0.6469081628626575,0.0409005126152981,0.5041117457062596
BEEF,Other,1,0,0,True,True,False,False,True,0.3595893935585869,0.0001676545884871,1.315062732456803,-0.2140737874949303,-0.1102375297450306
BELI,Other,1,0,0,True,True,False,False,True,0.2343407200721269,0.0035511351619168,1.2369711981935456,-0.2743706345375595,0.5708987956374904
BEST,Other,1,0,0,True,True,False,True,True,0.2664931550701367,0.0399354541620427,1.0,-0.0046393524711396,0.7124853431940151
BFIN,Other,1,0,0,True,,False,True,True,0.5245806267463232,,1.6738079154931305,0.0688332356076075,0.4207035499237408
BHAT,Other,1,0,0,True,False,False,True,True,0.1411067074435688,0.1910569589823544,1.9865619801911136,0.0076779626920967,0.6065330706460208
BHIT,Other,1,0,0,True,True,False,True,True,0.195173776435914,0.0019783192687892,0.9942709229750126,0.0069586758643264,0.5641595672302326
BIPI,Other,1,0,0,True,True,False,True,True,0.5066491846818827,0.0181796622604159,0.9999999999999998,0.0101619745919232,0.3872924232410826
BIPP,Other,1,0,0,True,True,False,True,True,0.2605280093355304,0.0268619477950055,0.9992687248651712,-0.0001906505430057,0.5487254145503865
BIRD,Other,1,0,0,True,True,False,True,True,0.1343362765310126,0.007694416800291,0.9946031906220876,0.023219540163536,0.7542985461242484
BISI,Other,1,0,0,True,True,,True,True,0.0002831696618177,0.0108951191126089,,0.1328626364405446,0.874538249312361
BKDP,Other,1,0,0,True,True,False,True,True,0.0918671458358442,0.0340445330584505,1.0,-0.0437955625693239,0.5594823477736148
BKSL,Banking,1,0,0,True,True,False,True,True,0.1652644135680077,0.007167754079386,0.9972477382595492,-0.0024871918793508,0.6449435966008852
