symbol,sector,sector_compliant,financial_compliant,shariah_compliant,debt_to_assets_ok,interest_income_ok,interest_bearing_debt_ok,profitability_ok,equity_ok,debt_to_assets_value,interest_income_value,interest_bearing_debt_value,roa_value,equity_ratio_value
IMAS,Other,1,0,0,False,True,False,True,True,0.6259671353500111,0.0229081050919272,0.9980806652399948,-0.0081530039511905,0.2570849808695982
IMJS,Other,1,0,0,False,True,False,True,True,0.7871209096332596,0.0077004904654249,0.9956310406407464,0.0010342750406133,0.1573199219012291
IMPC,Other,1,1,1,True,True,True,True,True,0.1908584317615072,0.0014757789805112,0.9051337079700386,0.0838166581394552,0.6249432233229708
INAF,Other,1,0,0,True,True,False,True,True,0.3212540122258638,0.0012999084553108,0.9902490423957347,-0.0886094326082677,0.1948931532353082
INAI,Other,1,0,0,True,True,,True,True,0.5131874297661397,0.0015562872558843,,-0.0273536463673224,0.2140819133976889
INCO,Mining,1,0,0,True,True,,True,True,0.0018485092128013,0.0129866261723499,,0.0697434272683648,0.8768333837755617
INDF,Food & Beverage,1,0,0,True,True,False,True,True,0.3474519691356611,0.0068088288085925,0.9963346178554014,0.0403479055222353,0.5077494305273665
INDR,"Manufacturing, Electronics",1,0,0,True,True,False,True,True,0.1734667877327634,0.0006088886176565,0.9917117363901334,0.0275376320216088,0.5120599947413971
INDS,Other,1,0,0,True,True,False,True,True,0.0834603256151697,0.0004394235159968,1.0374824867609858,0.0415222593759275,0.8091196831449383
INDY,Utilities,1,0,0,True,True,False,True,True,0.3845108871554947,0.0034309052094824,0.9856355837874216,0.0368940208704375,0.3216435944029269
INKP,Other,1,0,0,True,True,False,True,True,0.3770516362244724,0.0052862970527812,0.9838480198370244,0.0561051934179007,0.5538814767685821
INPP,Other,1,0,0,True,True,False,True,True,0.190365494074578,0.014890212273607,0.9803767192678576,-0.0102364832653584,0.6583946217927478
INPS,Other,1,0,0,True,True,False,True,True,0.5663414807745272,2.865303944529148e-05,0.9995537234633396,-0.0833406770635263,0.1746723301027771
INTA,Food & Beverage,1,0,0,False,True,False,False,False,1.4217333355882142,0.0010337395048921,0.9975085123598846,-0.1393428309849049,-0.6739641415903734
INTP,Other,1,0,0,True,True,,True,True,0.0419786358633033,0.0139994043102772,,0.0678772857660015,0.7656765187446135
IPOL,Infrastructure,1,0,0,True,True,False,True,True,0.2592260557232378,0.0007888401109841,1.0,0.0176360168254494,0.6249669648707422
IPTV,Other,1,0,0,True,True,False,True,True,0.16519401620467,0.0003807887480864,0.9851456530311083,0.0053177069035063,0.7167237394213242
IRRA,Other,1,0,0,True,True,,True,True,0.1548333828812183,0.0010635775343722,,0.072627422619516,0.5426236780759015
ISAT,Utilities,1,1,1,True,True,True,True,True,0.4838157389318951,0.0050341373375375,0.4020992934671971,0.0430509799787809,0.2490261305590922
ISSP,Other,1,0,0,True,True,False,True,True,0.3500500935763065,0.0010640452231568,0.9859021151479848,0.0513398827699987,0.5563734947628965
ITMG,Other,1,1,1,True,True,True,True,True,0.0288046662621137,0.0053248916143633,0.6948543588022084,0.2894906918848456,0.7561414691334988
JARR,Other,1,0,0,True,True,False,True,True,0.4702271703387519,0.0003869133773725,0.9996426948212286,0.0104846548943606,0.3270077076824873
JAWA,Other,1,0,0,False,True,False,True,True,0.6838837901357621,0.0001182674239112,0.9998454830928244,-0.0735770637094138,0.0550100000611045
JAYA,Other,1,1,1,True,True,True,True,True,0.1059540100244332,0.0027399455469932,0.3742422010609232,0.0463499141457387,0.8279747440700842
JECC,Other,1,0,0,True,True,False,True,True,0.3382998302771599,0.0003897392214538,0.9869517033879556,0.0113960976218173,0.3904315094803045
JGLE,Other,1,0,0,True,True,False,False,True,0.1309975741928969,0.0041636806064586,1.1796200957211236,-0.1201493447821265,0.6414564543866844
JIHD,Other,1,0,0,True,True,False,True,True,0.0412744810267872,0.0066132338990748,0.987116114464835,-0.0030383758740215,0.7226069364563751
JKON,Construction,1,0,0,True,True,False,True,True,0.0837877337054145,0.0018641772610074,1.024232589475345,0.0260203695260326,0.6460348251549647
JPFA,"Manufacturing, Food & Beverage",1,0,0,True,True,False,True,True,0.3610027857356975,0.0006707356136296,0.9969808265340636,0.0435866360703235,0.4313163103471061
JRPT,Real Estate,1,0,0,True,True,False,True,True,0.0010123638158127,0.0139525252669492,1.0632591133843894,0.0731047008399103,0.6969171416827288
JSKY,Other,1,0,0,True,True,False,True,True,0.3638450869139953,0.0079193907482936,0.9956159711512766,-0.0745223051467412,0.4449492440344405
JSMR,Other,1,0,0,True,True,False,True,True,0.5770345847591623,0.0176958670492188,0.9981823246585466,0.0273773869332795,0.2696423880423833
JSPT,Other,1,1,1,True,True,True,True,True,0.4140908975298282,0.0177112906383257,0.8428455834575699,-0.0087189465524562,0.4650539105276615
JTPE,Other,1,0,0,True,True,False,True,True,0.0458787919485825,0.0012124749232826,1.0,0.0762327585106287,0.7087287468152841
KAEF,Other,1,0,0,True,True,False,True,True,0.4292278892459564,0.0013220565674826,0.9921761150993568,0.002691727779859,0.4252533910206661
KBLI,Other,1,0,0,True,True,,True,True,0.0297137300190352,0.0040834692031745,,0.0197311408546392,0.8596527848403206
KBLV,Other,1,0,0,True,True,False,False,True,0.3435556381736151,0.0282791918308295,0.9914399683119468,-0.1291228363530926,-0.0026995648617486
KEEN,Other,1,0,0,True,True,False,True,True,0.2864915745064023,0.007737995576692,0.9998122009542808,0.0309141907723601,0.5431403241325169
KEJU,Other,1,1,1,True,True,True,True,True,0.0181732858703391,0.0072887768329034,0.3019146694829594,0.1480075658541374,0.7668464196428367
KIAS,Other,1,0,0,True,True,,True,True,0.0089605528150121,0.0009511770615576,,-0.0222625136860726,0.8313099105520146
KIJA,Other,1,0,0,True,True,False,True,True,0.3601979387793616,0.0143017091148438,0.994509908703479,-0.0031113380129578,0.5089429047171748
KINO,Other,1,0,0,True,True,False,True,True,0.3996151570137362,0.0006690792927933,0.960483377577294,-0.0335198903991782,0.4243804874342363
KIOS,Other,1,0,0,True,True,False,True,True,0.458745700474807,4.2888865992617385e-05,1.0,-0.0858491786079949,0.6264462638642432
KKGI,Other,1,1,1,True,True,True,True,True,0.0318367082857089,0.0031971306952286,0.799321567878829,0.1329816042019135,0.7283468873620027
KLBF,Other,1,1,1,True,True,True,True,True,0.0348213537424304,0.0039758204470031,0.9300258326066806,0.1176812694513418,0.826679622504223
KMTR,Other,1,0,0,True,True,False,True,True,0.5547644690100639,0.0002202009777276,1.0,0.0090715041509631,0.3963974837597854
KOIN,Other,1,0,0,True,True,,True,True,0.051601673344509,0.0002797769133174,,-0.0350706884147958,0.052321647021798
KONI,Other,1,0,0,True,True,,True,True,0.1217107085089707,0.004746671861277,,0.0731232903571596,0.7927505051695085
KOTA,Other,1,0,0,True,True,False,True,True,0.1061785024029154,0.0312077922662607,1.0,-0.0145723549969611,0.8039307566962938
KPIG,Real Estate,1,0,0,True,True,False,True,True,0.1843144588153691,0.0049344418206247,0.9973927021772218,0.007410807172826,0.793518880616812
KRAS,Other,1,0,0,False,True,False,True,True,0.6061724972964634,0.0028679569699604,0.9964384799284814,0.0084032952300412,0.1604217392459879
LAND,Other,1,0,0,True,True,False,True,True,0.1277051666867595,0.0591128115053526,0.9932884565948285,-0.0166274767922853,0.6351191177930776
LAPD,Other,1,0,0,False,True,False,True,False,0.8683816292773533,0.00010912555174,1.5767797408855089,0.2125168717446398,-1.120718724617503
LINK,Other,1,1,1,True,True,True,True,True,0.4142201501911218,0.0023362170274824,0.9411355458121498,0.0366923201168831,0.45797806299604
LPCK,Other,1,0,0,True,True,False,True,True,0.0924745109896425,0.0206357836974071,1.0,-0.0791250307340985,0.6987539673877395
LPKR,Real Estate,1,1,1,True,True,True,True,True,0.3896440331719052,0.0069328181107408,0.7172150897499316,-0.0645855220159669,0.4169662363346196
LPLI,Other,1,0,0,True,False,False,True,True,0.0748581796341143,0.1473485299369122,1.0,0.1237634495426376,0.9385709644378292
LPPF,Retail,1,0,0,True,True,,True,True,0.5543728232980613,0.0015091829019872,,0.0881585817957594,0.0923490507676259
LSIP,Other,1,0,0,True,True,,True,True,0.0005037807875033,0.0205517609032918,,0.0730920667826384,0.8758263892547057
LTLS,Other,1,0,0,True,True,False,True,True,0.2610506298060652,0.0010792776038155,0.967486708187012,0.035456408906963,0.4682132140876754
MAGP,Other,1,0,0,True,True,True,False,True,0.5023391309179827,5.15708151411604e-05,0.7932273210042208,-0.184255861002793,0.140683299505524
MAHA,Other,1,0,0,True,True,,True,True,0.1292855523759072,0.0028716786007272,,0.2022695853515559,0.6951678268362732
MAIN,Other,1,0,0,True,True,False,True,True,0.447037067969296,3.7206187300841255e-05,0.9960205099893288,0.0030128361161321,0.3851124479223912
MAPA,Other,1,0,0,True,True,,True,True,0.1987499282958024,0.0013559538414601,,0.0973953404840326,0.5737236194681486
MAPB,Other,1,1,1,True,True,True,True,True,0.1823863743164291,0.0020555310709563,0.0023845272536084,0.0058977468795927,0.4677541779483939
MAPI,Other,1,1,1,True,True,True,True,True,0.3114310573855709,0.0029741353096364,0.3429317751213954,0.0467351772394955,0.4328194895750696
MARK,Other,1,0,0,True,True,False,True,True,0.1265211775173443,0.000546615765774,1.0,0.2490703386095766,0.7555036744957492
MASA,Other,1,0,0,True,True,False,True,True,0.1561232391049755,5.628727188184096e-05,1.1991372057992546,0.1083720652247775,0.6149610853346021
MBAP,Other,1,1,1,True,True,True,True,True,0.0167066034206285,0.0098137175536516,0.5735796837240437,0.3373012444042045,0.7801831054181925
MBMA,Other,1,0,0,True,True,False,True,True,0.18055602952086,0.0032579578184295,0.9998981865600248,0.0052437637530827,0.6912897389899775
MBSS,Other,1,0,0,True,True,False,True,True,0.0794713458264984,0.018520482330138,0.9849955404021176,0.0583867138617585,0.8701998447947112
MCAS,Other,1,0,0,True,True,False,True,True,0.1171867463641663,0.000889577896936,0.9849592493017744,0.0144925321272055,0.6750382036604969
MCOL,Other,1,1,1,True,True,True,True,True,0.1289936993873897,0.0062362430854701,0.2574234257550344,0.3760404401986619,0.7248297736938347
MDIA,Media,1,0,0,True,False,False,True,True,0.2223154900154293,0.2937468244143016,0.9828909105932416,0.0107921188821661,0.4091772143254445
MDKA,Other,1,0,0,True,True,False,True,True,0.3295580725192855,0.0045332174895545,0.9540127515527618,0.0099646249357075,0.5549711268887443
MDLN,Other,1,0,0,True,True,False,True,True,0.4403413230953509,0.0106231343225798,0.99828849450511,-0.0333472608262052,0.2958425456091932
MDRN,Other,1,0,0,False,True,False,True,False,1.940682297141892,6.48014902330465e-05,0.992986849640992,0.0086913699546536,-1.6087405094569611
MEDC,Oil & Gas,1,1,1,True,True,True,True,True,0.5164655781771388,0.014415017422176,0.928199399626738,0.0208166112944405,0.2255400897790319
MERK,Other,1,0,0,True,True,,True,True,0.0193891954229586,0.0033082010293073,,0.142128935120736,0.7211828504270247
META,Other,1,0,0,True,True,False,True,True,0.4314734114688088,0.0085611074613604,0.9989241653919428,-0.0030789765377812,0.4977511290897418
MFIN,Other,1,0,0,True,,False,True,True,0.4351970093276832,,1.0,0.0764041859161268,0.5147654089153195
MGRO,Other,1,0,0,True,True,False,True,True,0.5843274544853053,0.0005080491660797,0.9949251899437972,-0.0171314253688059,0.2942134596607288
MICE,Other,1,0,0,True,True,False,True,True,0.2259713680566917,0.0005830603049259,0.9920498101958848,0.0250405096977886,0.6605576002694529
MIDI,Other,1,1,1,True,True,True,True,True,0.2675748276391509,0.00020159224778,0.7668412424596032,0.0514218324942068,0.3327399528712532
MIKA,Other,1,1,1,True,True,True,True,True,0.000148123139544,0.0162352700353747,0.0,0.1453002125567396,0.8793009539099695
MINA,Other,1,0,0,True,True,,True,True,0.0223692948371388,0.0040292397884829,,-0.0476553692267398,0.9361960118348768
MIRA,Other,1,1,1,True,True,True,True,True,0.2109797615321284,8.374356674553507e-05,0.8770865022068774,-0.0647950893763821,0.6666494764120923
MITI,Other,1,0,0,True,True,,True,True,0.0245290100761418,0.0039943005441549,,0.0486092353382438,0.8264498649385095
MKNT,Other,1,0,0,False,,False,True,True,0.7164618373185848,,0.995927874153342,-0.0736172180447407,0.0212642442713039
MKPI,Media,1,0,0,True,True,False,True,True,0.0632891483750972,0.0153672109772296,0.9980331864934752,0.0653514384073374,0.768754364827388
MKTR,Other,1,0,0,True,True,False,True,True,0.4946023934506859,0.0039283851481281,0.9993958497569488,0.0346238106535185,0.4221679526084987
MLBI,Other,1,0,0,True,True,,True,True,0.1264667499670536,0.0061638900358566,,0.2333044916712564,0.3962524816859939
MLIA,Other,1,0,0,True,True,False,True,True,0.198101599342251,0.0015815157306409,1.0,0.0826721817514632,0.6098910646753752
MLPL,Infrastructure,1,0,0,True,True,False,True,True,0.2006696795009005,0.0036925233407627,0.9897124112069284,-0.0047238891281176,0.3147251093208814
MLPT,Food & Beverage,1,1,1,True,True,True,True,True,0.0423629271370922,0.0045316230575118,0.8868818701238435,0.121727774422174,0.3272193632696872
MMLP,Other,1,1,1,True,True,True,True,True,0.1438718480332707,0.0603218330001825,0.9494502784743756,0.0087486222681354,0.8038214901799124
MNCN,Other,1,0,0,True,True,False,True,True,0.1220833180708613,0.0046266568605096,0.9858215710668872,0.0855072064891908,0.8595591787039571
MOLI,Other,1,0,0,True,True,False,True,True,0.2919703420941042,0.0019476442435971,1.0,0.0247461251730038,0.6396311855659111
MORA,Other,1,0,0,True,True,False,True,True,0.5030155086874626,0.0034459810557577,0.9834226552423768,0.0398179895004994,0.3622138947028949
MPMX,Other,1,0,0,True,True,False,True,True,0.0472439932864469,0.0091223406545795,1.2073750403730412,0.046964544485602,0.6804232920561831
MPPA,Retail,1,1,1,True,True,True,True,True,0.4875734054333525,0.0007731720776517,0.3758868580557252,-0.086080350011768,0.0720014097508652
MRAT,Other,1,0,0,True,True,False,True,True,0.1689313136015181,0.0004997912546927,1.039111190944394,0.0335135699873992,0.5985255592572609
MSIN,Other,1,0,0,True,True,False,True,True,0.224336856231411,0.0069864948790888,0.9952155297647508,0.0542300331437098,0.6560755592776395
MSJA,Other,1,1,1,True,True,True,True,True,0.2137013595779463,0.0049711315404207,0.8472542424477267,0.0933774855669341,0.6483299497414432
MSKY,Other,1,0,0,True,True,False,True,True,0.0977783205580997,0.0002586333170351,1.2201293450236324,-0.0604565175956727,0.6254944543186647
MSTI,Other,1,1,1,True,True,True,True,True,0.0775036772991207,0.0016518342615065,0.7794025582861609,0.1612510713264579,0.5707158177601876
MTDL,Other,1,1,1,True,True,True,True,True,0.001081525216901,0.0014000598124807,0.0,0.0660441771636896,0.5338360878155516
MTEL,Other,1,1,1,True,True,True,True,True,0.3533690641729343,0.0200233561412445,0.8900841750441195,0.0294674789148577,0.5591865108466479
MTLA,Other,1,0,0,True,True,False,True,True,0.1461694763876926,0.023007666567646,0.9964386593542554,0.0554107804142093,0.6991588575483969
MTMH,Other,1,0,0,True,True,False,True,True,0.3317215055285575,0.0003709257106099,0.9614097341764573,0.0352007633951784,0.5497901246553828
MTPS,Other,1,0,0,True,True,False,False,True,0.3047204804690061,0.0507050780962372,1.143741199535084,-0.3426312537621285,0.6001603229445016
MYOH,Other,1,0,0,True,True,,True,True,0.0032354784120831,0.0076693524366898,,0.1310592286506209,0.8632467210342799
MYOR,Food & Beverage,1,0,0,True,True,False,True,True,0.2305563044592959,0.0016593234576953,0.9746988357128924,0.0976596988649756,0.5911843688082283
MYTX,Other,1,1,1,True,True,True,True,True,0.5630500385006958,0.000104354680282,0.8633923986407949,-0.0395587386134069,-0.0477415808493393
NCKL,Other,1,0,0,True,True,False,True,True,0.2745064252996677,0.0051145822778285,0.9988088749600258,0.1031358421131133,0.5015864708679374
NETV,Other,1,0,0,False,True,False,False,True,0.7477835030451958,0.0002883926869362,0.9708898444522364,-0.2497397200989079,-0.1247450471462164
NFCX,Other,1,1,1,True,True,True,True,True,0.0579300594617094,0.0009754566495514,0.865221046603207,-0.0100033301122377,0.6865792516351638
NICE,Other,1,1,1,True,True,True,True,True,0.0227540785110779,0.001874620268627,0.027798344872469,0.2641885185561251,0.2626191513106061
NICL,Other,1,1,1,True,True,True,True,True,0.0028575732053438,0.0010449913797558,0.0642009995042191,0.187648392777958,0.7874502309413417
NIKL,Other,1,0,0,True,True,,True,True,0.4316773593770029,0.0016746003114434,,0.0184721421385453,0.3353884050243748
NIRO,Real Estate,1,0,0,True,True,False,True,True,0.3828289235676309,0.0574750940982637,0.9972106303763716,-0.0048246306922204,0.5423009805058562
NRCA,Other,1,0,0,True,True,,True,True,0.0632405872634471,0.0084603602649585,,0.0306864608745457,0.5157764300520709
NSSS,Other,1,0,0,False,True,False,True,True,0.6908129435510312,0.002180768422086,0.9940339941226526,0.0271026068807463,0.2061437589950704
OMED,Other,1,0,0,True,True,,True,True,0.0900071114666234,0.0116594821186936,,0.2178560599142549,0.7909389650086017
OMRE,Other,1,1,1,True,True,True,True,True,0.0194829751062715,0.0440721157794283,0.9000967309870606,-0.0488224661418091,0.8439515787973543
PADI,Other,1,0,0,True,True,False,False,True,0.0461799377546751,-0.0627226569819469,0.9609283027266752,-0.2198634629098164,0.8913554085761439
PALM,Other,1,0,0,True,True,False,True,True,0.1132230842930282,0.013345237888015,2.0,0.0385376650201954,0.7312117630726179
PANI,Other,1,0,0,True,True,False,True,True,0.0948725161971737,0.0528802863970883,0.9990376548803444,0.0048847007883861,0.3247910640009266
PANS,Other,1,0,0,True,False,,True,True,0.0372335033207846,0.1631709570494357,,0.0656169739221155,0.6403317474279459
PBID,Other,1,1,1,True,True,True,True,True,0.0566586771654951,0.0027497464752409,0.8865197030748303,0.132097295330346,0.8137318332811972
PBRX,Other,1,0,0,True,True,False,True,True,0.4627234264804082,0.0016341294433497,0.9901984227384047,0.0150538972737645,0.4432578120737415
PBSA,Other,1,0,0,True,True,,True,True,0.016621715743017,0.0043568563141431,,0.1446784230030626,0.7532211770525619
PCAR,Other,1,0,0,True,True,False,True,True,0.1584513118891481,0.0011318222101427,1.0,-0.001307705501781,0.6075667683921009
PEHA,Other,1,0,0,True,True,False,True,True,0.4703007594500666,0.0013681238949943,0.9779898689681162,0.0127735548568896,0.4127411750010664
PGAS,Infrastructure,1,1,1,True,True,True,True,True,0.3376968627000339,0.0099486338704549,0.7998607803970539,0.0223093867368083,0.458494467794608
PGEO,Other,1,0,0,True,True,False,True,True,0.3540227563662589,0.0167060359398894,0.9975092675098358,0.0432104885905311,0.5273971455486774
PGLI,Other,1,0,0,True,True,True,False,True,0.0146731074624184,0.0099279822521704,0.8385602062690239,-0.1201965204412686,0.6155616449787334
PGUN,Other,1,0,0,True,True,False,True,True,0.3417690408206832,0.0002213391189015,1.0,0.0213122963013356,0.5455092712701836
PICO,Other,1,1,1,True,True,True,True,True,0.3287053113198938,0.0002575251162194,0.9163180684584856,-0.025063959044194,0.211804763069504
PIPA,Other,1,0,0,True,True,False,True,True,0.2751280645049145,0.0007106280139149,0.9714667840758294,0.0169593040485919,0.612196628393848
PJAA,Other,1,1,1,True,True,True,True,True,0.3121355547305833,0.0219887422225956,0.9190042271760448,-0.0172924153155537,0.4026464056345634
PLIN,Other,1,0,0,True,True,False,True,True,0.0422293799999605,0.0175294261883891,1.0017705667377033,0.021554660300219,0.8963967727195334
PMJS,Other,1,1,1,True,True,True,True,True,0.0230446486194252,0.0016878320428141,0.9006784132152692,0.0442834375634048,0.6604434533926941
POLI,Other,1,0,0,True,True,False,True,True,0.2162779217633027,0.0980696346888761,1.0,0.0280238486516117,0.6819079569686808
POLL,Other,1,0,0,True,True,False,True,True,0.2528591548408734,0.0083142209340165,0.9978373597146696,0.0212269518787614,0.2413915288703655
POLU,Other,1,0,0,True,True,,True,True,0.1393378694592256,0.0146962907065894,,-0.0919599894628884,0.616911270090206
POOL,Other,1,0,0,True,True,,False,True,0.0046557882075682,0.0795941418116541,,-0.2250410518611167,0.9196933901308104
PORT,Other,1,1,1,True,True,True,True,True,0.3633823985320251,0.0020483175199614,0.539648716264328,-0.0045212958584017,0.4743453888370421
POSA,Other,1,0,0,False,True,False,False,True,0.6813548045738493,0.0035861127358762,0.992800659636146,-0.1513301974691688,-0.089091963479615
POWR,Other,1,0,0,True,True,,True,True,0.3964663826613406,0.0199317055024943,,0.0584121033293913,0.5146829538496497
PPRE,Other,1,1,1,True,True,True,True,True,0.2910577535236498,0.0016372896893387,0.844837938433614,0.0110844931234841,0.4303526497172001
PPRO,Real Estate,1,0,0,True,True,False,True,True,0.2379702041658958,0.0066163514694616,0.9998441572206144,-0.0139394455102808,0.2070861563773594
PRAY,Other,1,1,1,True,True,True,True,True,0.2567904185270971,0.0137799975419952,0.912687576281753,0.0625456241153501,0.634523778654763
PRDA,Other,1,1,1,True,True,True,True,True,0.0135473108542375,0.0152694255375856,0.1703245572592306,0.1477422797163111,0.8505247645866478
PRIM,Other,1,0,0,True,True,,True,True,2.243640462854377e-05,0.0044929092865327,,0.031938261919202,0.920517426099106
PSAB,Other,1,0,0,True,True,False,True,True,0.3736169301545083,0.0003509177670959,0.9753886476032642,-0.0118419772212339,0.4430633385046877
PSGO,Other,1,0,0,True,True,False,True,True,0.5036685595150266,0.007025613891775,0.9938976005278436,0.0677595354646915,0.4243266070301279
PSSI,Other,1,1,1,True,True,True,True,True,0.1327482911874222,0.0042126431591821,0.9360590298941724,0.168438367903896,0.7575324578548387
PTBA,Oil & Gas,1,1,1,True,True,True,True,True,0.0321771435353103,0.0127754337890627,0.0413067408549949,0.2007511819387586,0.6352673486645155
PTIS,Other,1,0,0,True,True,False,True,True,0.1134983575037005,0.0008755111060788,1.0,0.0110877295316198,0.4858514136492468
PTMP,Other,1,0,0,True,,True,True,True,0.1979852878965872,,0.92385023788257,0.0520978860664964,0.6363889806727999
PTPP,Other,1,0,0,True,True,False,True,True,0.3563071739993162,0.0066357976015532,0.9835938850366824,0.0053025006669973,0.2608484804879259
PTRO,Other,1,1,1,True,True,True,True,True,0.2950302686999144,0.0036318763295014,0.8151098803564455,0.0499067994699154,0.4295662498863536
PTSN,Other,1,0,0,True,True,False,True,True,0.1670706953738277,0.0013780520517534,0.9994660442430844,0.0526905529186901,0.6323102336267117
PTSP,Other,1,1,1,True,True,True,True,True,0.2601235498162498,0.0011566055456486,0.5070571047794468,-0.0308839964821903,0.4223364968149022
PWON,Other,1,0,0,True,True,False,True,True,0.1861622791387187,0.0424686651292682,1.004181983626632,0.0502075167330106,0.6767717200083472
PYFA,Pharmaceuticals,1,0,0,True,False,False,True,True,0.5841526463654726,0.1261480605188995,0.979901207565132,0.0533787313140187,0.2757567546070004
PZZA,Other,1,1,1,True,True,True,True,True,0.2698529192685376,0.0002458142295944,0.8193847385003452,-0.0175971140748668,0.5065807545463069
RAAM,Other,1,1,1,True,True,True,True,True,0.1454466974111273,0.0040934379122183,0.8984857226302999,0.0367430417015909,0.7784947002507677
RAJA,Other,1,0,0,True,True,False,True,True,0.3857841677748733,0.0019852111433353,0.9955465122322416,0.0380172302384239,0.5352216057879071
RALS,Retail,1,0,0,True,True,,True,True,0.1058342690544679,0.0351827936635544,,0.033164712407933,0.7147917590046253
RDTX,Other,1,1,1,True,True,True,True,True,8.48648419804822e-05,0.0327057322622848,0.802184047774169,0.0775869769884463,0.8872846993804809
RICY,Other,1,0,0,False,True,False,True,True,0.7047870177428566,0.0009023615983164,0.9930659160027124,-0.04050171860892,0.1636945439180826
RISE,Other,1,0,0,True,True,False,True,True,0.115448537732639,0.0297079555717312,0.9970200485544972,0.0070270689656697,0.8089411935631313
RMKE,Other,1,0,0,True,True,False,True,True,0.2435280535804444,0.0002095693213756,0.9975562206466304,0.1546297459555955,0.6276372769672419
RODA,Other,1,0,0,True,True,False,True,True,0.1669724310506065,0.0090163198081304,1.0,-0.0131402251640259,0.6074033046070694
ROTI,Food & Beverage,1,0,0,True,True,False,True,True,0.1333009204711139,0.0061436638605712,0.9525389554702348,0.0756202617779251,0.6694133601505392
RSGK,Other,1,0,0,True,True,False,True,True,0.055537706043432,0.0093780737881088,1.2765108423209248,0.0363172520119697,0.8480304284151658
RUIS,Utilities,1,0,0,True,True,False,True,True,0.4835780857007892,0.0008360921358205,0.9543905365851684,0.0152312865146627,0.3846619871806638
SAME,Other,1,0,0,True,True,False,True,True,0.1536677729069164,0.0052767601561445,0.9824063840513382,-0.0014569530168648,0.7561426738892206
SAMF,Other,1,0,0,True,True,False,True,True,0.2714116573676508,0.0018855259498162,0.9999999999999998,0.0988764134446303,0.4459636622867708
SCCO,Other,1,0,0,,True,,True,True,,0.0029379816235885,,0.0357349954408276,0.91499628516976
SCMA,Other,1,0,0,True,True,False,True,True,0.0582655648535283,0.0072598967779158,1.2316248178442952,0.0947427764622682,0.7356638877844487
SDMU,Other,1,0,0,True,True,False,True,True,0.5563576936267409,0.0002801526966072,0.9961350622594882,-0.0254041175222405,0.0709801968797757
SDPC,Other,1,0,0,True,True,False,True,True,0.3918339850350584,0.0001056061173239,1.0170171852952994,0.0129198067157682,0.1852781638009578
SFAN,Other,1,0,0,True,False,,True,True,0.0101775048463761,0.1084025074758145,,-0.0382500633160792,0.6993566676930251
SGER,Other,1,0,0,True,,False,True,True,0.1478190202028502,,0.9899128440419378,0.154470572915375,0.3205306938512248
SGRO,Other,1,0,0,True,True,False,True,True,0.3308886849930424,0.0071444161942165,0.9885298890607652,0.0536139840975977,0.4807034302869137
SHID,Other,1,0,0,True,True,False,True,True,0.3454183808934446,0.0003426210241657,0.9996187699669328,-0.0278326475200424,0.6053908386892635
SHIP,Other,1,1,1,True,True,True,True,True,0.5071765308638555,0.0008237983077625,0.9028913433751812,0.0484094039022371,0.4564669602564893
SIDO,Pharmaceuticals,1,0,0,True,True,,True,True,0.0017391376580695,0.0096945166584121,,0.2674705112458068,0.8548646328396966
SILO,Other,1,1,1,True,True,True,True,True,0.0606831395632871,0.0022120647825039,0.3721743834813579,0.0702989603559646,0.7202092998418359
SIMP,Agriculture,1,0,0,True,True,False,True,True,0.2594388655549717,0.0074758150721893,0.988963920408091,0.0221765442340729,0.5706401813573013
SIPD,Other,1,0,0,True,True,False,True,True,0.333521585416731,0.0007638922051858,0.9804420959559108,-0.0199192489238023,0.317335356487199
SKBM,Other,1,0,0,True,True,False,True,True,0.3016754202638073,0.0007948257587545,0.9578173722041304,0.0167459000690826,0.5374307917344735
SKLT,Food & Beverage,1,0,0,True,True,False,True,True,0.1534178121758733,0.0003252654474195,0.9762555414461064,0.0703816788342809,0.5922289515633863
SKRN,Other,1,1,1,True,True,True,True,True,0.3630193611311967,0.0105850140081814,0.4260530046030649,0.022128559164321,0.3668245029541129
SLIS,Other,1,0,0,True,True,False,True,True,0.2779694556655017,2.3271804267613152e-05,1.0,0.0677202508425787,0.5740909345245743
SMAR,Other,1,0,0,True,True,False,True,True,0.4563520484782037,0.0026795926449507,0.996859052301399,0.0683872710419807,0.4138617442958738
SMBR,Food & Beverage,1,1,1,True,True,True,True,True,0.2850652430341581,0.0048999998156556,0.914888298153812,0.0124411978762866,0.5910864096899284
SMCB,Manufacturing,1,1,1,True,True,True,True,True,0.226849232323333,0.000490711640016,0.9359984256590048,0.0361036290436666,0.5029302496158156
SMDM,Media,1,0,0,True,,False,True,True,0.0242728601064977,,1.0,0.0273683345222934,0.8501013620199339
SMDR,Other,1,1,1,True,True,True,True,True,0.3153192942293257,0.0021353224568627,0.5496061384466591,0.118266885601443,0.4967429582041546
SMGR,Other,1,0,0,True,True,False,True,True,0.2439933651361677,0.0047019301580816,0.9553860107274889,0.0284290922741795,0.5357460274668209
SMIL,Other,1,1,1,True,True,True,True,True,0.2341682927053224,0.0016730014282259,0.3356816651383747,0.1050581061674993,0.7132583645194236
SMMA,Other,1,0,0,True,False,True,True,True,0.0804790161465828,0.1826523599492568,0.6807772515393657,0.0064817796841541,0.2076002349364585
